Mod:Item:MetaData, Localized Name
thaumcraft:phial:1, Пузырёк с эссенцией Sonus
thaumcraft:phial:1, Пузырёк с эссенцией Exitium
thaumcraft:phial:1, Пузырёк с эссенцией Caeles
thaumcraft:phial:1, Пузырёк с эссенцией Draco
thaumcraft:phial:1, Пузырёк с эссенцией Infernum
thaumcraft:phial:1, Пузырёк с эссенцией Ventus
thaumcraft:phial:1, Пузырёк с эссенцией Visum
thaumcraft:phial:1, Пузырёк с эссенцией Imperium
thaumcraft:phial:1, Пузырёк с эссенцией Sol
thaumcraft:alumentum:0, Алюментум
thaumcraft:jar_brace, Латунная крышка
thaumcraft:bottle_taint, Бутылка с заражением
thaumcraft:sanity_soap, Дезинфицирующее мыло
thaumcraft:bath_salts, Очищающие соли для ванн
thaumcraft:turret:0, Автоматический арбалет
thaumcraft:turret:1, Продвинутый автоматический арбалет
thaumcraft:turret:2, Мистический бур
thaumcraft:causality_collapser, Разрушитель причинных связей
thaumcraft:scribing_tools, Письменные принадлежности
thaumcraft:thaumometer, Таумометр
thaumcraft:resonator, Резонатор эссенции
thaumcraft:sanity_checker, Счётчик рассудка
thaumcraft:hand_mirror, Волшебное ручное зеркальце
thaumcraft:thaumium_axe, Топор из таумиума
thaumcraft:thaumium_sword, Меч из таумиума
thaumcraft:thaumium_shovel, Лопата из таумиума
thaumcraft:thaumium_pick, Кирка из таумиума
thaumcraft:thaumium_hoe, Мотыга из таумиума
thaumcraft:void_axe, Пустотный топор
thaumcraft:void_sword, Пустотный меч
thaumcraft:void_shovel, Пустотная лопата
thaumcraft:void_pick, Пустотная кирка
thaumcraft:void_hoe, Пустотная мотыга
thaumcraft:elemental_axe, Топор потока
thaumcraft:elemental_sword, Меч западных ветров
thaumcraft:elemental_shovel, Лопата землероя
thaumcraft:elemental_pick, Кирка сущности
thaumcraft:elemental_hoe, Мотыга взращивания
thaumcraft:primal_crusher, Первичный дробитель
thaumcraft:crimson_blade, Багровый клинок
thaumcraft:grapple_gun, Мистический хвататель
thaumcraft:grapple_gun_tip, Наконечник хватателя
thaumcraft:grapple_gun_spool, Катушка хватателя
thaumcraft:goggles, Очки откровения
thaumcraft:thaumium_helm, Шлем из таумиума
thaumcraft:thaumium_chest, Нагрудник из таумиума
thaumcraft:thaumium_legs, Поножи из таумиума
thaumcraft:thaumium_boots, Ботинки из таумиума
thaumcraft:cloth_chest, Мантия тауматурга
thaumcraft:cloth_legs, Поножи тауматурга
thaumcraft:cloth_boots, Ботинки тауматурга
thaumcraft:traveller_boots, Сапоги путешественника
thaumcraft:fortress_helm, Штурмовой шлем из таумиума
thaumcraft:fortress_chest, Штурмовые латы из таумиума
thaumcraft:fortress_legs, Штурмовые набедренники из таумиума
thaumcraft:void_helm, Пустотный шлем
thaumcraft:void_chest, Пустотная кираса
thaumcraft:void_legs, Пустотные поножи
thaumcraft:void_boots, Пустотные ботинки
thaumcraft:void_robe_helm, Пустотный капюшон тауматурга
thaumcraft:void_robe_chest, Пустотная мантия тауматурга
thaumcraft:void_robe_legs, Пустотные поножи тауматурга
thaumcraft:crimson_plate_helm, Шлем багрового культа
thaumcraft:crimson_plate_chest, Кираса багрового культа
thaumcraft:crimson_plate_legs, Наголенники багрового культа
thaumcraft:crimson_boots, Ботинки багрового культа
thaumcraft:crimson_robe_helm, Капюшон багрового культа
thaumcraft:crimson_robe_chest, Мантия багрового культа
thaumcraft:crimson_robe_legs, Поножи багрового культа
thaumcraft:crimson_praetor_helm, Шлем Багрового претора
thaumcraft:crimson_praetor_chest, Кираса Багрового претора
thaumcraft:crimson_praetor_legs, Наголенники Багрового претора
thaumcraft:baubles:0, Обычный амулет
thaumcraft:baubles:1, Обычное кольцо
thaumcraft:baubles:2, Обычный пояс
thaumcraft:baubles:3, Кольцо ученика
thaumcraft:baubles:4, Шикарный амулет
thaumcraft:baubles:5, Шикарное кольцо
thaumcraft:baubles:6, Шикарный пояс
thaumcraft:amulet_vis:0, Вис-камень
thaumcraft:amulet_vis:1, Вис-амулет
thaumcraft:verdant_charm, Кольцо жизненной силы
thaumcraft:curiosity_band, Повязка реликвий
thaumcraft:voidseer_charm, Пустотная жемчужина провидца
thaumcraft:cloud_ring, Кольцо шагающего по облакам
thaumcraft:charm_undying, Амулет бессмертия
thaumcraft:creative_flux_sponge, Губка для Выбросов
thaumcraft:enchanted_placeholder, Любой зачарованный предмет
thaumcraft:caster_basic, Перчатка Заклинателя
thaumcraft:focus_1, Малая ненастроенная линза
thaumcraft:focus_2, Продвинутая ненастроенная линза
thaumcraft:focus_3, Большая ненастроенная линза
thaumcraft:focus_pouch, Сумка для линз
thaumcraft:golem_bell, Колокольчик големостроителя
thaumcraft:golem, Голем
thaumcraft:seal:0, Пустая печать
thaumcraft:seal:1, Печать контроля: Сбор
thaumcraft:seal:2, Продвинутая печать контроля: Сбор
thaumcraft:seal:3, Печать контроля: Наполнение
thaumcraft:seal:4, Продвинутая печать контроля: Наполнение
thaumcraft:seal:5, Печать контроля: Опустошение
thaumcraft:seal:6, Продвинутая печать контроля: Опустошение
thaumcraft:seal:7, Печать контроля: Жатва
thaumcraft:seal:8, Печать контроля: Забивание
thaumcraft:seal:9, Печать контроля: Охрана
thaumcraft:seal:10, Продвинутая печать контроля: Охрана
thaumcraft:seal:11, Печать контроля: Рубка
thaumcraft:seal:12, Печать контроля: Разрушение Блоков
thaumcraft:seal:13, Печать контроля: Использование
thaumcraft:seal:14, Печать контроля: Снабжение
